mnem,pref,twobyte,pri_opcd,sec_opcd,+r,op_size,sign-ext,direction,tttn,mem_format,opcd_ext,mode,ring,lock,fpush,fpop,alias,part_alias,instr_ext,grp1,grp2,grp3,test_f,modif_f,def_f,undef_f,f_vals,exclusive,brief,op1_m,op1_t,op2_m,op2_t,op3_m,op3_t,op4_m,op4_t
packssdw,66,1,6B,,,,,,,,,,,,,,,,sse2,simdint,conver,,,,,,,,Pack with Signed Saturation,19,4,20,4,,,,
punpcklqdq,66,1,6C,,,,,,,,,,,,,,,,sse2,simdint,shunpck,,,,,,,,Unpack Low Data,19,4,20,4,,,,
punpckhqdq,66,1,6D,,,,,,,,,,,,,,,,sse2,simdint,shunpck,,,,,,,,Unpack High Data,19,4,20,4,,,,
movd,,1,6E,,,,,,,,,,,,,,,,mmx,datamov,,,,,,,,,Move Doubleword,14,9,4,3,,,,
movd,,1,6E,,,,,,,,,e,,,,,,,mmx,datamov,,,,,,,,,Move Doubleword/Quadword,14,9,4,3,,,,
movq,,1,6E,,,,,,,,,e,,,,,,,mmx,datamov,,,,,,,,,Move Doubleword/Quadword,14,9,4,49,,,,
movd,66,1,6E,,,,,,,,,,,,,,,,sse2,simdint,datamov,,,,,,,,Move Doubleword,19,4,4,3,,,,
movd,66,1,6E,,,,,,,,,e,,,,,,,sse2,simdint,datamov,,,,,,,,Move Doubleword/Quadword,19,4,4,3,,,,
movq,66,1,6E,,,,,,,,,e,,,,,,,sse2,simdint,datamov,,,,,,,,Move Doubleword/Quadword,19,4,4,49,,,,
movq,,1,6F,,,,,,,,,,,,,,,,mmx,datamov,,,,,,,,,Move Quadword,14,9,15,9,,,,
movdqa,66,1,6F,,,,,,,,,,,,,,,,sse2,simdint,datamov,,,,,,,,Move Aligned Double Quadword,19,4,20,4,,,,
movdqu,F3,1,6F,,,,,,,,,,,,,,,,sse2,simdint,datamov,,,,,,,,Move Unaligned Double Quadword,19,4,20,4,,,,
pshufw,,1,70,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Shuffle Packed Words,14,9,15,9,8,1,,
pshuflw,F2,1,70,,,,,,,,,,,,,,,,sse2,simdint,shunpck,,,,,,,,Shuffle Packed Low Words,19,4,20,4,8,1,,
pshufhw,F3,1,70,,,,,,,,,,,,,,,,sse2,simdint,shunpck,,,,,,,,Shuffle Packed High Words,19,4,20,4,8,1,,
pshufd,66,1,70,,,,,,,,,,,,,,,,sse2,simdint,shunpck,,,,,,,,Shuffle Packed Doublewords,19,4,20,4,8,1,,
psrlw,,1,71,,,,,,,,2,,,,,,,,mmx,shift,,,,,,,,,Shift Packed Data Right Logical,12,9,8,1,,,,
psrlw,66,1,71,,,,,,,,2,,,,,,,,sse2,shift,,,,,,,,,Shift Packed Data Right Logical,18,4,8,1,,,,
psraw,,1,71,,,,,,,,4,,,,,,,,mmx,shift,,,,,,,,,Shift Packed Data Right Arithmetic,12,9,8,1,,,,
psraw,66,1,71,,,,,,,,4,,,,,,,,sse2,shift,,,,,,,,,Shift Packed Data Right Arithmetic,18,4,8,1,,,,
psllw,,1,71,,,,,,,,6,,,,,,,,mmx,shift,,,,,,,,,Shift Packed Data Left Logical,12,9,8,1,,,,
psllw,66,1,71,,,,,,,,6,,,,,,,,sse2,shift,,,,,,,,,Shift Packed Data Left Logical,18,4,8,1,,,,
psrld,,1,72,,,,,,,,2,,,,,,,,mmx,shift,,,,,,,,,Shift Double Quadword Right Logical,12,9,8,1,,,,
psrld,66,1,72,,,,,,,,2,,,,,,,,sse2,shift,,,,,,,,,Shift Double Quadword Right Logical,18,4,8,1,,,,
psrad,,1,72,,,,,,,,4,,,,,,,,mmx,shift,,,,,,,,,Shift Packed Data Right Arithmetic,12,9,8,1,,,,
psrad,66,1,72,,,,,,,,4,,,,,,,,sse2,shift,,,,,,,,,Shift Packed Data Right Arithmetic,18,4,8,1,,,,
pslld,,1,72,,,,,,,,6,,,,,,,,mmx,shift,,,,,,,,,Shift Packed Data Left Logical,12,9,8,1,,,,
pslld,66,1,72,,,,,,,,6,,,,,,,,sse2,shift,,,,,,,,,Shift Packed Data Left Logical,18,4,8,1,,,,
psrlq,,1,73,,,,,,,,2,,,,,,,,mmx,shift,,,,,,,,,Shift Packed Data Right Logical,12,9,8,1,,,,
psrlq,66,1,73,,,,,,,,2,,,,,,,,sse2,shift,,,,,,,,,Shift Packed Data Right Logical,18,4,8,1,,,,
psrldq,66,1,73,,,,,,,,3,,,,,,,,sse2,simdint,shift,,,,,,,,Shift Double Quadword Right Logical,18,4,8,1,,,,
psllq,,1,73,,,,,,,,6,,,,,,,,mmx,shift,,,,,,,,,Shift Packed Data Left Logical,12,9,8,1,,,,
psllq,66,1,73,,,,,,,,6,,,,,,,,sse2,shift,,,,,,,,,Shift Packed Data Left Logical,18,4,8,1,,,,
pslldq,66,1,73,,,,,,,,7,,,,,,,,sse2,simdint,shift,,,,,,,,Shift Double Quadword Left Logical,18,4,8,1,,,,
pcmpeqb,,1,74,,,,,,,,,,,,,,,,mmx,compar,,,,,,,,,Compare Packed Data for Equal,14,9,15,9,,,,
pcmpeqb,66,1,74,,,,,,,,,,,,,,,,sse2,simdint,compar,,,,,,,,Compare Packed Data for Equal,19,4,20,4,,,,
pcmpeqw,,1,75,,,,,,,,,,,,,,,,mmx,compar,,,,,,,,,Compare Packed Data for Equal,14,9,15,9,,,,
pcmpeqw,66,1,75,,,,,,,,,,,,,,,,sse2,simdint,compar,,,,,,,,Compare Packed Data for Equal,19,4,20,4,,,,
pcmpeqd,,1,76,,,,,,,,,,,,,,,,mmx,compar,,,,,,,,,Compare Packed Data for Equal,14,9,15,9,,,,
pcmpeqd,66,1,76,,,,,,,,,,,,,,,,sse2,simdint,compar,,,,,,,,Compare Packed Data for Equal,19,4,20,4,,,,
emms,,1,77,,,,,,,,,,,,,,,,mmx,x87fpu,control,,,,,,,,Empty MMX Technology State,,,,,,,,
vmread,,1,78,,,,,,,,,p,0,,,,,,vmx,,,,,oszapc,oszapc,,,,Read Field from Virtual-Machine Control Structure,4,3,6,3,,,,
vmread,,1,78,,,,,,,,,e,0,,,,,,vmx,,,,,oszapc,oszapc,,,,Read Field from Virtual-Machine Control Structure,4,9,6,9,,,,
vmwrite,,1,79,,,,,,,,,p,0,,,,,,vmx,,,,,oszapc,oszapc,,,,Write Field to Virtual-Machine Control Structure,6,3,4,3,,,,
vmwrite,,1,79,,,,,,,,,e,0,,,,,,vmx,,,,,oszapc,oszapc,,,,Write Field to Virtual-Machine Control Structure,6,9,4,9,,,,
haddpd,66,1,7C,,,,,,,,,,,,,,,,sse3,simdfp,arith,,,,,,,,Packed Double-FP Horizontal Add,19,6,20,6,,,,
haddps,F2,1,7C,,,,,,,,,,,,,,,,sse3,simdfp,arith,,,,,,,,Packed Single-FP Horizontal Add,19,8,20,8,,,,
hsubpd,66,1,7D,,,,,,,,,,,,,,,,sse3,simdfp,arith,,,,,,,,Packed Double-FP Horizontal Subtract,19,6,20,6,,,,
hsubps,F2,1,7D,,,,,,,,,,,,,,,,sse3,simdfp,arith,,,,,,,,Packed Single-FP Horizontal Subtract,19,8,20,8,,,,
movd,,1,7E,,,,,,,,,,,,,,,,mmx,datamov,,,,,,,,,Move Doubleword,4,3,14,9,,,,
movd,,1,7E,,,,,,,,,e,,,,,,,mmx,datamov,,,,,,,,,Move Doubleword/Quadword,4,3,14,9,,,,
movq,,1,7E,,,,,,,,,e,,,,,,,mmx,datamov,,,,,,,,,Move Doubleword/Quadword,4,49,14,9,,,,
movd,66,1,7E,,,,,,,,,,,,,,,,sse2,simdint,datamov,,,,,,,,Move Doubleword,4,3,19,4,,,,
movd,66,1,7E,,,,,,,,,e,,,,,,,sse2,simdint,datamov,,,,,,,,Move Doubleword/Quadword,4,3,19,4,,,,
movq,66,1,7E,,,,,,,,,e,,,,,,,sse2,simdint,datamov,,,,,,,,Move Doubleword/Quadword,4,49,4,4,,,,
movq,F3,1,7E,,,,,,,,,,,,,,,,sse2,simdint,datamov,,,,,,,,Move Quadword,19,9,20,9,,,,
movq,,1,7F,,,,,,,,,,,,,,,,mmx,datamov,,,,,,,,,Move Quadword,15,9,14,9,,,,
movdqa,66,1,7F,,,,,,,,,,,,,,,,sse2,simdint,datamov,,,,,,,,Move Aligned Double Quadword,20,4,19,4,,,,
movdqu,F3,1,7F,,,,,,,,,,,,,,,,sse2,simdint,datamov,,,,,,,,Move Unaligned Double Quadword,20,4,19,4,,,,
jo,,1,80,,,,,,0,,,,,,,,,,,gen,branch,cond,o,,,,,,Jump short if overflow (OF=1),9,35,,,,,,
jno,,1,81,,,,,,1,,,,,,,,,,,gen,branch,cond,o,,,,,,Jump short if not overflow (OF=0),9,35,,,,,,
jb,,1,82,,,,,,10,,,,,,,,,,,gen,branch,cond,c,,,,,,Jump short if below/not above or equal/carry (CF=1),9,35,,,,,,
jnae,,1,82,,,,,,10,,,,,,,,,,,gen,branch,cond,c,,,,,,Jump short if below/not above or equal/carry (CF=1),9,35,,,,,,
jc,,1,82,,,,,,10,,,,,,,,,,,gen,branch,cond,c,,,,,,Jump short if below/not above or equal/carry (CF=1),9,35,,,,,,
jnb,,1,83,,,,,,11,,,,,,,,,,,gen,branch,cond,c,,,,,,Jump short if not below/above or equal/not carry (CF=0),9,35,,,,,,
jae,,1,83,,,,,,11,,,,,,,,,,,gen,branch,cond,c,,,,,,Jump short if not below/above or equal/not carry (CF=0),9,35,,,,,,
jnc,,1,83,,,,,,11,,,,,,,,,,,gen,branch,cond,c,,,,,,Jump short if not below/above or equal/not carry (CF=0),9,35,,,,,,
jz,,1,84,,,,,,100,,,,,,,,,,,gen,branch,cond,z,,,,,,Jump short if zero/equal (ZF=0),9,35,,,,,,
je,,1,84,,,,,,100,,,,,,,,,,,gen,branch,cond,z,,,,,,Jump short if zero/equal (ZF=0),9,35,,,,,,
jnz,,1,85,,,,,,101,,,,,,,,,,,gen,branch,cond,z,,,,,,Jump short if not zero/not equal (ZF=1),9,35,,,,,,
jne,,1,85,,,,,,101,,,,,,,,,,,gen,branch,cond,z,,,,,,Jump short if not zero/not equal (ZF=1),9,35,,,,,,
jbe,,1,86,,,,,,110,,,,,,,,,,,gen,branch,cond,zc,,,,,,Jump short if below or equal/not above (CF=1 AND ZF=1),9,35,,,,,,
jna,,1,86,,,,,,110,,,,,,,,,,,gen,branch,cond,zc,,,,,,Jump short if below or equal/not above (CF=1 AND ZF=1),9,35,,,,,,
jnbe,,1,87,,,,,,111,,,,,,,,,,,gen,branch,cond,zc,,,,,,Jump short if not below or equal/above (CF=0 AND ZF=0),9,35,,,,,,
ja,,1,87,,,,,,111,,,,,,,,,,,gen,branch,cond,zc,,,,,,Jump short if not below or equal/above (CF=0 AND ZF=0),9,35,,,,,,
js,,1,88,,,,,,1000,,,,,,,,,,,gen,branch,cond,s,,,,,,Jump short if sign (SF=1),9,35,,,,,,
jns,,1,89,,,,,,1001,,,,,,,,,,,gen,branch,cond,s,,,,,,Jump short if not sign (SF=0),9,35,,,,,,
jp,,1,8A,,,,,,1010,,,,,,,,,,,gen,branch,cond,p,,,,,,Jump short if parity/parity even (PF=1),9,35,,,,,,
jpe,,1,8A,,,,,,1010,,,,,,,,,,,gen,branch,cond,p,,,,,,Jump short if parity/parity even (PF=1),9,35,,,,,,
jnp,,1,8B,,,,,,1011,,,,,,,,,,,gen,branch,cond,p,,,,,,Jump short if not parity/parity odd,9,35,,,,,,
jpo,,1,8B,,,,,,1011,,,,,,,,,,,gen,branch,cond,p,,,,,,Jump short if not parity/parity odd,9,35,,,,,,
jl,,1,8C,,,,,,1100,,,,,,,,,,,gen,branch,cond,os,,,,,,Jump short if less/not greater (SF!=OF),9,35,,,,,,
jnge,,1,8C,,,,,,1100,,,,,,,,,,,gen,branch,cond,os,,,,,,Jump short if less/not greater (SF!=OF),9,35,,,,,,
jnl,,1,8D,,,,,,1101,,,,,,,,,,,gen,branch,cond,os,,,,,,Jump short if not less/greater or equal (SF=OF),9,35,,,,,,
jge,,1,8D,,,,,,1101,,,,,,,,,,,gen,branch,cond,os,,,,,,Jump short if not less/greater or equal (SF=OF),9,35,,,,,,
jle,,1,8E,,,,,,1110,,,,,,,,,,,gen,branch,cond,osz,,,,,,Jump short if less or equal/not greater ((ZF=1) OR (SF!=OF)),9,35,,,,,,
jng,,1,8E,,,,,,1110,,,,,,,,,,,gen,branch,cond,osz,,,,,,Jump short if less or equal/not greater ((ZF=1) OR (SF!=OF)),9,35,,,,,,
jnle,,1,8F,,,,,,1111,,,,,,,,,,,gen,branch,cond,osz,,,,,,Jump short if not less nor equal/greater ((ZF=0) AND (SF=OF)),9,35,,,,,,
jg,,1,8F,,,,,,1111,,,,,,,,,,,gen,branch,cond,osz,,,,,,Jump short if not less nor equal/greater ((ZF=0) AND (SF=OF)),9,35,,,,,,
seto,,1,90,,,,,,0,,0,,,,,,,,,gen,datamov,,o,,,,,,Set Byte on Condition - overflow (OF=1),4,1,,,,,,
setno,,1,91,,,,,,1,,0,,,,,,,,,gen,datamov,,o,,,,,,Set Byte on Condition - not overflow (OF=0),4,1,,,,,,
setb,,1,92,,,,,,10,,0,,,,,,,,,gen,datamov,,c,,,,,,Set Byte on Condition - below/not above or equal/carry (CF=1),4,1,,,,,,
setnae,,1,92,,,,,,10,,0,,,,,,,,,gen,datamov,,c,,,,,,Set Byte on Condition - below/not above or equal/carry (CF=1),4,1,,,,,,
setc,,1,92,,,,,,10,,0,,,,,,,,,gen,datamov,,c,,,,,,Set Byte on Condition - below/not above or equal/carry (CF=1),4,1,,,,,,
setnb,,1,93,,,,,,11,,0,,,,,,,,,gen,datamov,,c,,,,,,Set Byte on Condition - not below/above or equal/not carry (CF=0),4,1,,,,,,
setae,,1,93,,,,,,11,,0,,,,,,,,,gen,datamov,,c,,,,,,Set Byte on Condition - not below/above or equal/not carry (CF=0),4,1,,,,,,
setnc,,1,93,,,,,,11,,0,,,,,,,,,gen,datamov,,c,,,,,,Set Byte on Condition - not below/above or equal/not carry (CF=0),4,1,,,,,,
setz,,1,94,,,,,,100,,0,,,,,,,,,gen,datamov,,z,,,,,,Set Byte on Condition - zero/equal (ZF=0),4,1,,,,,,
sete,,1,94,,,,,,100,,0,,,,,,,,,gen,datamov,,z,,,,,,Set Byte on Condition - zero/equal (ZF=0),4,1,,,,,,
setnz,,1,95,,,,,,101,,0,,,,,,,,,gen,datamov,,z,,,,,,Set Byte on Condition - not zero/not equal (ZF=1),4,1,,,,,,
setne,,1,95,,,,,,101,,0,,,,,,,,,gen,datamov,,z,,,,,,Set Byte on Condition - not zero/not equal (ZF=1),4,1,,,,,,
setbe,,1,96,,,,,,110,,0,,,,,,,,,gen,datamov,,zc,,,,,,Set Byte on Condition - below or equal/not above (CF=1 AND ZF=1),4,1,,,,,,
setna,,1,96,,,,,,110,,0,,,,,,,,,gen,datamov,,zc,,,,,,Set Byte on Condition - below or equal/not above (CF=1 AND ZF=1),4,1,,,,,,
setnbe,,1,97,,,,,,111,,0,,,,,,,,,gen,datamov,,zc,,,,,,Set Byte on Condition - not below or equal/above (CF=0 AND ZF=0),4,1,,,,,,
seta,,1,97,,,,,,111,,0,,,,,,,,,gen,datamov,,zc,,,,,,Set Byte on Condition - not below or equal/above (CF=0 AND ZF=0),4,1,,,,,,
sets,,1,98,,,,,,1000,,0,,,,,,,,,gen,datamov,,s,,,,,,Set Byte on Condition - sign (SF=1),4,1,,,,,,
setns,,1,99,,,,,,1001,,0,,,,,,,,,gen,datamov,,s,,,,,,Set Byte on Condition - not sign (SF=0),4,1,,,,,,
setp,,1,9A,,,,,,1010,,0,,,,,,,,,gen,datamov,,p,,,,,,Set Byte on Condition - parity/parity even (PF=1),4,1,,,,,,
setpe,,1,9A,,,,,,1010,,0,,,,,,,,,gen,datamov,,p,,,,,,Set Byte on Condition - parity/parity even (PF=1),4,1,,,,,,
setnp,,1,9B,,,,,,1011,,0,,,,,,,,,gen,datamov,,p,,,,,,Set Byte on Condition - not parity/parity odd,4,1,,,,,,
setpo,,1,9B,,,,,,1011,,0,,,,,,,,,gen,datamov,,p,,,,,,Set Byte on Condition - not parity/parity odd,4,1,,,,,,
setl,,1,9C,,,,,,1100,,0,,,,,,,,,gen,datamov,,os,,,,,,Set Byte on Condition - less/not greater (SF!=OF),4,1,,,,,,
setnge,,1,9C,,,,,,1100,,0,,,,,,,,,gen,datamov,,os,,,,,,Set Byte on Condition - less/not greater (SF!=OF),4,1,,,,,,
setnl,,1,9D,,,,,,1101,,0,,,,,,,,,gen,datamov,,os,,,,,,Set Byte on Condition - not less/greater or equal (SF=OF),4,1,,,,,,
setge,,1,9D,,,,,,1101,,0,,,,,,,,,gen,datamov,,os,,,,,,Set Byte on Condition - not less/greater or equal (SF=OF),4,1,,,,,,
setle,,1,9E,,,,,,1110,,0,,,,,,,,,gen,datamov,,osz,,,,,,Set Byte on Condition - less or equal/not greater ((ZF=1) OR (SF!=OF)),4,1,,,,,,
setng,,1,9E,,,,,,1110,,0,,,,,,,,,gen,datamov,,osz,,,,,,Set Byte on Condition - less or equal/not greater ((ZF=1) OR (SF!=OF)),4,1,,,,,,
setnle,,1,9F,,,,,,1111,,0,,,,,,,,,gen,datamov,,osz,,,,,,Set Byte on Condition - not less nor equal/greater ((ZF=0) AND (SF=OF)),4,1,,,,,,
setg,,1,9F,,,,,,1111,,0,,,,,,,,,gen,datamov,,osz,,,,,,Set Byte on Condition - not less nor equal/greater ((ZF=0) AND (SF=OF)),4,1,,,,,,
push,,1,A0,,,,,,,,,,,,,,,,,gen,stacksegreg,,,,,,,,Push Word Doubleword or Quadword Onto the Stack,905,16,,,,,,
pop,,1,A1,,,,,,,,,,,,,,,,,gen,stacksegreg,,,,,,,,Pop a Value from the Stack,905,16,,,,,,
cpuid,,1,A2,,,,,,,,,,,,,,,,,gen,control,,,,,,,,CPU Identification,,,,,,,,
bt,,1,A3,,,,,,,,,,,,,,,,,gen,bit,,,oszapc,c,oszap,,,Bit Test,4,36,6,36,,,,
shld,,1,A4,,,,,0,,,,,,,,,,,,gen,shftrot,,,oszapc,oszpc,oac,,,Double Precision Shift Left,4,36,6,36,8,1,,
shld,,1,A5,,,,,0,,,,,,,,,,,,gen,shftrot,,,oszapc,oszpc,oac,,,Double Precision Shift Left,4,36,6,36,302,1,,
push,,1,A8,,,,,,,,,,,,,,,,,gen,stacksegreg,,,,,,,,Push Word Doubleword or Quadword Onto the Stack,906,16,,,,,,
pop,,1,A9,,,,,,,,,,,,,,,,,gen,stacksegreg,,,,,,,,Pop a Value from the Stack,906,16,,,,,,
rsm,,1,AA,,,,,,,,,s,,,,,,,,system,branch,,,,,,,,Resume from System Management Mode,,,,,,,,
bts,,1,AB,,,,,,,,,,,yes,,,,,,gen,bit,,,oszapc,c,oszap,,,Bit Test and Set,4,36,6,36,,,,
shrd,,1,AC,,,,,0,,,,,,,,,,,,gen,shftrot,,,oszapc,oszpc,oac,,,Double Precision Shift Right,4,36,6,36,8,1,,
shrd,,1,AD,,,,,0,,,,,,,,,,,,gen,shftrot,,,oszapc,oszpc,oac,,,Double Precision Shift Right,4,36,6,36,302,1,,
fxsave,,1,AE,,,,,,,,0,,,,,,,,,sm,,,,,,,,,Save x87 FPU MMX XMM and MXCSR State,11,34,,,,,,
fxsave,,1,AE,,,,,,,,0,e,,,,,,,,sm,,,,,,,,,Save x87 FPU MMX XMM and MXCSR State,11,34,,,,,,
fxrstor,,1,AE,,,,,,,,1,,,,,,,,,sm,,,,,,,,,Restore x87 FPU MMX XMM and MXCSR State,11,34,,,,,,
fxrstor,,1,AE,,,,,,,,1,e,,,,,,,,sm,,,,,,,,,Restore x87 FPU MMX XMM and MXCSR State,11,34,,,,,,
ldmxcsr,,1,AE,,,,,,,,2,,,,,,,,sse1,mxcsrsm,,,,,,,,,Load MXCSR Register,11,3,,,,,,
stmxcsr,,1,AE,,,,,,,,3,,,,,,,,sse1,mxcsrsm,,,,,,,,,Store MXCSR Register State,11,3,,,,,,
xsave,,1,AE,,,,,,,,4,,,,,,,,,system,,,,,,,,,Save Processor Extended States,11,,,,,,,
xsave,,1,AE,,,,,,,,4,e,,,,,,,,system,,,,,,,,,Save Processor Extended States,11,,,,,,,
lfence,,1,AE,,,,,,,,5,,,,,,,,sse2,order,,,,,,,,,Load Fence,,,,,,,,
xrstor,,1,AE,,,,,,,,5,,,,,,,,,system,,,,,,,,,Restore Processor Extended States,11,,,,,,,
xrstor,,1,AE,,,,,,,,5,e,,,,,,,,system,,,,,,,,,Restore Processor Extended States,11,,,,,,,
mfence,,1,AE,,,,,,,,6,,,,,,,,sse2,order,,,,,,,,,Memory Fence,,,,,,,,
sfence,,1,AE,,,,,,,,7,,,,,,,,sse1,order,,,,,,,,,Store Fence,,,,,,,,
clflush,,1,AE,,,,,,,,7,,,,,,,,sse2,cachect,,,,,,,,,Flush Cache Line,11,1,,,,,,
imul,,1,AF,,,1,,1,,,,,,,,,,,,gen,arith,binary,,oszapc,oc,szap,,,Signed Multiply,6,36,4,36,,,,
cmpxchg,,1,B0,,,0,,0,,,,,,yes,,,,,,gen,datamovarith,binary,,oszapc,oszapc,,,,Compare and Exchange,4,1,6,1,,,,
cmpxchg,,1,B1,,,1,,0,,,,,,yes,,,,,,gen,datamovarith,binary,,oszapc,oszapc,,,,Compare and Exchange,4,36,6,36,,,,
lss,,1,B2,,,,,,,,,,,,,,,,,gen,datamovsegreg,,,,,,,,Load Far Pointer,6,36,11,30,,,,
btr,,1,B3,,,,,,,,,,,yes,,,,,,gen,bit,,,oszapc,c,oszap,,,Bit Test and Reset,4,36,6,36,,,,
lfs,,1,B4,,,,,,,,,,,,,,,,,gen,datamovsegreg,,,,,,,,Load Far Pointer,6,36,11,30,,,,
lgs,,1,B5,,,,,,,,,,,,,,,,,gen,datamovsegreg,,,,,,,,Load Far Pointer,6,36,11,30,,,,
movzx,,1,B6,,,0,,1,,,,,,,,,,,,gen,conver,,,,,,,,Move with Zero-Extend,6,36,4,1,,,,
movzx,,1,B7,,,1,,1,,,,,,,,,,,,gen,conver,,,,,,,,Move with Zero-Extend,6,36,4,16,,,,
jmpe,,1,B8,,,,,,,,,,,,,,,,,system,branch,,,,,,,,Jump to IA-64 Instruction Set,,,,,,,,
popcnt,F3,1,B8,,,,,,,,,,,,,,,,,gen,bit,,,oszapc,,,osapc,,Bit Population Count,6,36,4,36,,,,
ud,,1,B9,,,,,,,,,,,,,,,,,gen,control,,,,,,,,Undefined Instruction,6,,4,,,,,
bt,,1,BA,,,,,,,,4,,,,,,,,,gen,bit,,,oszapc,c,oszap,,,Bit Test,4,36,8,1,,,,
bts,,1,BA,,,,,,,,5,,,yes,,,,,,gen,bit,,,oszapc,c,oszap,,,Bit Test and Set,4,36,8,1,,,,
btr,,1,BA,,,,,,,,6,,,yes,,,,,,gen,bit,,,oszapc,c,oszap,,,Bit Test and Reset,4,36,8,1,,,,
btc,,1,BA,,,,,,,,7,,,yes,,,,,,gen,bit,,,oszapc,c,oszap,,,Bit Test and Complement,4,36,8,1,,,,
btc,,1,BB,,,,,,,,,,,yes,,,,,,gen,bit,,,oszapc,c,oszap,,,Bit Test and Complement,4,36,6,36,,,,
bsf,,1,BC,,,,,,,,,,,,,,,,,gen,bit,,,oszapc,z,osapc,,,Bit Scan Forward,6,36,4,36,,,,
bsr,,1,BD,,,,,,,,,,,,,,,,,gen,bit,,,oszapc,z,osapc,,,Bit Scan Reverse,6,36,4,36,,,,
movsx,,1,BE,,,0,,1,,,,,,,,,,,,gen,conver,,,,,,,,Move with Sign-Extension,6,36,4,1,,,,
movsx,,1,BF,,,1,,1,,,,,,,,,,,,gen,conver,,,,,,,,Move with Sign-Extension,6,36,4,16,,,,
xadd,,1,C0,,,0,,0,,,,,,yes,,,,,,gen,datamovarith,binary,,oszapc,oszapc,,,,Exchange and Add,4,1,6,1,,,,
xadd,,1,C1,,,1,,0,,,,,,yes,,,,,,gen,datamovarith,binary,,oszapc,oszapc,,,,Exchange and Add,4,36,6,36,,,,
cmpps,,1,C2,,,,,,,,,,,,,,,,sse1,simdfp,compar,,,,,,,,Compare Packed Single-FP Values,19,8,20,8,8,1,,
cmpss,F3,1,C2,,,,,,,,,,,,,,,,sse1,simdfp,compar,,,,,,,,Compare Scalar Single-FP Values,19,13,20,13,8,1,,
cmppd,66,1,C2,,,,,,,,,,,,,,,,sse2,pcksclr,compar,,,,,,,,Compare Packed Double-FP Values,19,6,20,6,8,1,,
cmpsd,F2,1,C2,,,,,,,,,,,,,,,,sse2,pcksclr,compar,,,,,,,,Compare Scalar Double-FP Values,19,12,20,12,8,1,,
movnti,,1,C3,,,,,,,,,,,,,,,,sse2,cachect,,,,,,,,,Store Doubleword Using Non-Temporal Hint,11,25,6,25,,,,
pinsrw,,1,C4,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Insert Word,14,9,16,25,8,1,,
pinsrw,,1,C4,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Insert Word,14,9,11,16,8,1,,
pinsrw,66,1,C4,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Insert Word,19,4,16,25,8,1,,
pinsrw,66,1,C4,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Insert Word,19,4,11,16,8,1,,
pextrw,,1,C5,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Extract Word,6,25,12,9,8,1,,
pextrw,66,1,C5,,,,,,,,,,,,,,,,sse1,simdint,,,,,,,,,Extract Word,6,25,18,4,8,1,,
shufps,,1,C6,,,,,,,,,,,,,,,,sse1,simdfp,shunpck,,,,,,,,Shuffle Packed Single-FP Values,19,8,20,8,8,1,,
shufpd,66,1,C6,,,,,,,,,,,,,,,,sse2,pcksclr,shunpck,,,,,,,,Shuffle Packed Double-FP Values,19,6,20,6,8,1,,
cmpxchg8b,,1,C7,,,,,,,,1,,,yes,,,,,,gen,datamovarith,binary,,z,z,,,,Compare and Exchange Bytes,11,9,,,,,,
cmpxchg8b,,1,C7,,,,,,,,1,e,,yes,,,,,,gen,datamovarith,binary,,z,z,,,,Compare and Exchange Bytes,11,9,,,,,,
cmpxchg16b,,1,C7,,,,,,,,1,e,,yes,,,,,,gen,datamovarith,binary,,z,z,,,,Compare and Exchange Bytes,11,4,,,,,,
vmptrld,,1,C7,,,,,,,,6,p,0,,,,,,vmx,,,,,oszapc,oszapc,,,,Load Pointer to Virtual-Machine Control Structure,11,9,,,,,,
vmclear,66,1,C7,,,,,,,,6,p,0,,,,,,vmx,,,,,oszapc,oszapc,,,,Clear Virtual-Machine Control Structure,11,9,,,,,,
vmxon,F3,1,C7,,,,,,,,6,p,0,,,,,,vmx,,,,,oszapc,oszapc,,,,Enter VMX Operation,11,9,,,,,,
vmptrst,,1,C7,,,,,,,,7,p,0,,,,,,vmx,,,,,oszapc,oszapc,,,,Store Pointer to Virtual-Machine Control Structure,11,9,,,,,,
bswap,,1,c8,,1,,,,,,,,,,,,,,,gen,datamov,,,,,,,,Byte Swap,23,36,,,,,,
bswap,,1,c9,,1,,,,,,,,,,,,,,,gen,datamov,,,,,,,,Byte Swap,23,36,,,,,,
bswap,,1,ca,,1,,,,,,,,,,,,,,,gen,datamov,,,,,,,,Byte Swap,23,36,,,,,,
bswap,,1,cb,,1,,,,,,,,,,,,,,,gen,datamov,,,,,,,,Byte Swap,23,36,,,,,,
bswap,,1,cc,,1,,,,,,,,,,,,,,,gen,datamov,,,,,,,,Byte Swap,23,36,,,,,,
bswap,,1,cd,,1,,,,,,,,,,,,,,,gen,datamov,,,,,,,,Byte Swap,23,36,,,,,,
bswap,,1,ce,,1,,,,,,,,,,,,,,,gen,datamov,,,,,,,,Byte Swap,23,36,,,,,,
